"ID","org","address","phone","website","lon","lat","zipcode","beds_capacity","type"
6494,"Troy Regional Medical Center","1330 Highway 231, Troy, AL 36081","(334) 670-5000","http://www.troymedicalcenter.com",-85.94556625,31.781515653,"36081",97,"General Acute Care"
6495,"Lakewood Hospital","14519 Detroit Avenue, Lakewood, OH 44107","(216) 521-4200","http://my.clevelandclinic.org/locations_directions/Regional-Locations/lakewood",-81.796605578,41.4841907050001,"44107",263,"General Acute Care"
6496,"Dch Regional Medical Center","809 University Boulevard East, Tuscaloosa, AL 35401","(205) 759-7111","http://www.dchsystem.com",-87.5274194689999,33.204820526,"35401",583,"General Acute Care"
6497,"Regency Hospital of Cleveland West","6990 Engle Road, Middleburg Heights, OH 44130","(717) 975-4503","http://clevelandwest.regencyhospital.com/",-81.827592707,41.377357493,"44130",43,"Long Term Care"
6498,"Taylor Hardin Secure Medical Facility","1301 Jack Warner Parkway N.e., Tuscaloosa, AL 35404","(205) 556-7060","http://mh.alabama.gov/",-87.5176647069999,33.2186743980001,"35404",114,"Psychiatric"
6499,"Eamc - Lanier","4800 48th Street, Valley, AL 36854","(334) 756-1401","http://www.lanierhospital.com",-85.168702674,32.824598112,"36854",115,"General Acute Care"
6500,"Northwest Medical Center","1530 U. S. Hwy 43, Winfield, AL 35594","(205) 487-7736","http://www.northwestmedcenter.com",-87.824524735,33.93053767,"35594",71,"General Acute Care"
6501,"Einstein Medical Center Montgomery","559 w Germantown Pike, East Norriton, PA 19403","(484) 622-7004","http://www.einstein.edu/",-75.343394181,40.1531434790001,"19403",170,"General Acute Care"
6502,"James e Van Zandt Va Medical Center","2907 Pleasant Valley Boulevard, Altoona, PA 16602","(877) 626-2500","http://www.altoona.va.gov/",-78.395754606,40.488495054,"16602",68,"Military"
6503,"West Park Hospital District","707 Sheridan Avenue, Cody, WY 82414","(307) 527-7501","http://www.westparkhospital.org",-109.073283334,44.5265952440001,"82414",25,"Critical Access"
6504,"North Big Horn Hospital District","1115 Lane 12, Lovell, WY 82431","(307) 548-5200","http://www.nbhh.com",-108.389729613,44.826655794,"82431",15,"Critical Access"
6505,"Hot Springs County Memorial Hospital","150 East Arapahoe, Thermopolis, WY 82443","(307) 864-3121","http://www.hscmh.org",-108.199255995,43.648015269,"82443",25,"Critical Access"
6506,"Memorial Hospital of Sweetwater County","1200 College Drive, Rock Springs, WY 82902","(307) 362-3711","http://www.sweetwatermedicalcenter.com",-109.235500938,41.58495115,"82902",99,"General Acute Care"
6507,"Wyoming Medical Center","1233 East 2nd Street, Casper, WY 82601","(307) 577-7201","http://www.wmcnet.org",-106.308823256,42.848076877,"82601",212,"General Acute Care"
6508,"Cheyenne Regional Medical Center","214 East 23rd Street, Cheyenne, WY 82001","(307) 634-2273","http://www.crmcwy.org",-104.81562675,41.1403626040001,"82001",206,"General Acute Care"
6509,"Sagewest Lander","1320 Bishop Randel Drive, Lander, WY 82520","(307) 332-4420","http://www.sagewesthealthcare.com/",-108.72677539,42.8205264220001,"82520",89,"General Acute Care"
6510,"Ivinson Memorial Hospital","255 North 30th Street, Laramie, WY 82072","(307) 742-2141","http://www.ivinsonhospital.org",-105.556312605,41.31235565,"82072",99,"General Acute Care"
6511,"Wyoming Behavioral Health","2521 East 15th Street, Casper, WY 82609","(307) 237-7444","http://www.wbihelp.com",-106.293872731,42.8347641400001,"82609",85,"Psychiatric"
6512,"Southwest General Health Center","18697 Bagley Road, Middleburg Heights, OH 44130","(440) 816-6702","http://www.swgeneral.com",-81.832077991,41.3709924350001,"44130",362,"General Acute Care"
6513,"Troy Community Hospital","101 Elmira Street, Troy, PA 16947","(717) 297-2121","http://www.guthrie.org",-76.786428514,41.787138914,"16947",25,"General Acute Care"
6514,"Metro Health Medical Center","2500 Metrohealth Drive, Cleveland, OH 44109","(216) 778-7800","http://www.metrohealth.org",-81.6976020759999,41.4609127630001,"44109",731,"General Acute Care"
6515,"Niobrara Health and Life Center","921 South Ballancee Avenue, Lusk, WY 82225","(307) 334-4000","http://www.niobrarahospital.com",-104.445526282,42.753443116,"82225",24,"Critical Access"
6516,"Weston County Health Services","1124 Washington Blvd, Newcastle, WY 82701","(307) 746-4491","http://www.wchs-wy.org",-104.188044498,43.847779382,"82701",12,"Critical Access"
6517,"Memorial Hospital of Carbon County","2221 West Elm Street, Rawlins, WY 82301","(307) 324-2221","http://www.imhcc.com",-107.262148709,41.7868858430001,"82301",25,"Critical Access"
6518,"Community Hospital","2000 Campbell Drive, Torrington, WY 82240","(307) 532-4181","https://www.bannerhealth.com/Locations/Wyoming/Community+Hospital/_Community+Hospital+home+page.htm",-104.192802439,42.08286063,"82240",25,"Critical Access"
6519,"Platte County Memorial Hospital","201 14th Street, Wheatland, WY 82201","(307) 322-3636","http://www.bannerhealth.com/Locations/Wyoming/Platte+County+M emorial+Hospital",-104.960757635,42.050108693,"82201",25,"Critical Access"
6520,"Washakie Medical Center","400 South 15th Street, Worland, WY 82401","(307) 347-3221","http://www.washakiemedicalcenter.com",-107.949410921,44.0127229720001,"82401",18,"Critical Access"
6521,"Mountain View Regional Hospital","6550 East 2nd Street, Casper, WY 82609","(307) 995-8100","http://mountainviewregionalhospital.com",-106.22599845,42.840795052,"82609",23,"General Acute Care"
6522,"Evanston Regional Hospital","190 Arrowhead Drive, Evanston, WY 82930","(307) 789-3636","http://www.evanstonregionalhospital.com",-110.990498127,41.2433482710001,"82930",42,"General Acute Care"
6523,"Defiance Regional Medical Center","1200 Ralston Avenue, Defiance, OH 43512","(419) 783-4933","https://www.promedica.org/defiance-regional-hospital/Pages/default.aspx",-84.376562712,41.298703888,"43512",51,"Critical Access"
6524,"Firelands Regional Medical Center","1111 Hayes Avenue, Sandusky, OH 44870","(419) 557-7400","http://www.firelands.com",-82.710196917,41.445892256,"44870",283,"General Acute Care"
6525,"Campbell County Memorial Hospital","501 South Burma Avenue, Gillette, WY 82716","(307) 688-1000","http://www.ccmh.net",-105.51747924,44.2898826470001,"82716",90,"General Acute Care"
6526,"Gottsche Rehabilitation Center","148 East Arapahoe, Thermopolis, WY 82443","(307) 864-2147","http://www.gottsche.org/wordpress/",-108.199681688,43.6479337960001,"82443",-999,"Rehabilitation"
6527,"Firelands Reg Med Ctr South Campus","1912 Hayes Avenue, Sandusky, OH 44870","(419) 557-7400","http://www.firelands.com",-82.7120100659999,41.436997831,"44870",141,"General Acute Care"
6528,"Diley Ridge Medical Center","7911 Diley Road, Canal Winchester, OH 43110","(614) 838-7911","http://www.dileyridgemedicalcenter.com",-82.784080955,39.8506698950001,"43110",10,"General Acute Care"
6529,"Pomegranate Health Systems of Columbus","765 Pierce Drive, Columbus, OH 43223","(614) 223-1650","http://pomegranatehealthsystems.com/",-83.018182184,39.9467027660001,"43223",20,"Psychiatric"
6530,"Mount Carmel West","793 West State Street, Columbus, OH 43222","(614) 234-5000","http://www.mountcarmelhealth.com/",-83.0218623929999,39.9574269080001,"43222",514,"General Acute Care"
6531,"Ohio State University Hospital East","181 Taylor Ave, Columbus, OH 43205","(614) 257-3700","https://wexnermedical.osu.edu/locations-and-parking/university-hospital-east",-82.962875621,39.970517693,"43205",190,"General Acute Care"
6532,"Doctors Center Hospital- Bayamon (Ant. Matildes Brenes)","Extension Hermanas Davila, Bayamon, PR 674","(787) 622-5420","https://www.tuhospitalfamiliar.com/",-66.166351063,18.3979957760001,"674",91,"General Acute Care"
6533,"Dublin Methodist Hospital","7500 Hospital Avenue, Dublin, OH 43016","(614) 544-8000","http://www.ohiohealth.com",-83.165741969,40.101219536,"43016",147,"General Acute Care"
6534,"Grant Medical Center","111 South Grant Avenue, Columbus, OH 43215","(614) 566-9000","http://www.ohiohealth.com",-82.991001983,39.9609732750001,"43215",636,"General Acute Care"
6535,"Centro Medico Correcional","Carr. 5 Ave Central Juanita Final, Bayamon, PR 960","(787) 488-9800","http://ac.gobierno.pr/correccion/localizaciones/",-66.14809186,18.417706426,"960",-999,"General Acute Care"
6536,"Hosp Upr Carolina","Pr-3 Km 8.1 Ave 65 Inf, Carolina, PR 984","(787) 757-1800","http://www.hospitalupr.org/",-65.971898671,18.388471704,"984",-999,"General Acute Care"
6537,"Centro De Salud Susana Centeno - Vieques","Pr-997 Km h .1 c/Antonio g Mellado Final, Vieques, PR 765","(787) 741-0392","",-65.439634605,18.1421285210001,"765",-999,"General Acute Care"
6538,"Virtua West Jersey Hospital - Marlton","90 Brick Road, Marlton, NJ 8053","(856) 355-6200","http://www.virtua.org/locations/hospitals-and-locations/virtua-marlton.aspx",-74.918531414,39.881395027,"8053",198,"General Acute Care"
6539,"Lourdes Medical Center of Burlington County","218 a Sunset Road, Willingboro, NJ 8046","(609) 835-2900","http://www.lourdesnet.org",-74.880725997,40.046532346,"8046",169,"General Acute Care"
6540,"Virtua Memorial Hospital of Burlington County","175 Madison Avenue, Mount Holly, NJ 8060","(609) 267-0754","http://www.virtua.org/locations/hospitals-and-locations/virtua-memorial.aspx",-74.7947995649999,39.9863711260001,"8060",383,"General Acute Care"
6541,"Virtua West Jersey Hospital - Voorhees","100 Bowman Drive, Voorhees, NJ 8043","(856) 247-3200","http://www.virtua.org/locations/hospitals-and-locations/virtua-voorhees.aspx",-74.958838433,39.862717691,"8043",398,"General Acute Care"
6542,"Kennedy Memorial Hospital - Stratford","18 East Laurel Road, Stratford, NJ 8084","(856) 346-7802","http://www.kennedyhealth.org/",-75.008435267,39.828249299,"8084",181,"General Acute Care"
6543,"The Cooper University Hospital","1 Cooper Plaza, Camden, NJ 8103","(856) 342-2000","http://www.cooperhealth.org/",-75.11616909,39.9413459950001,"8103",635,"General Acute Care"
6544,"Atlanticare Regional Medical Center","1925 Pacific Avenue, Atlantic City, NJ 8401","(609) 345-4000","http://www.atlanticare.org",-74.434181914,39.358422067,"8401",567,"General Acute Care"
6545,"Ramapo Ridge Psychiatric Hospital","301 Sicomac Avenue, Wyckoff, NJ 7481","(201) 848-5805","http://www.chccnj.org/ramapo_hospital.html",-74.171918311,40.980624192,"7481",58,"Psychiatric"
6546,"Englewood Hospital and Medical Center","350 Engle Street, Englewood, NJ 7631","(201) 894-3000","http://www.englewoodhospital.com",-73.968720532,40.904453362,"7631",531,"General Acute Care"
6547,"Hackensack University Medical Center","30 Prospect Avenue, Hackensack, NJ 7601","(201) 996-2000","http://www.hackensackumc.org/",-74.056193864,40.8838634630001,"7601",775,"General Acute Care"
6548,"Valley Hospital","223 North Van Dien Avenue, Ridgewood, NJ 7450","(201) 447-8000","http://www.valleyhealth.com",-74.100649609,40.9835946320001,"7450",446,"General Acute Care"
6549,"Select Specialty Hospital - Northeast New Jersey","96 Parkway, Rochelle Park, NJ 7662","(201) 221-2358","http://northeastnewjersey.selectspecialtyhospitals.com/",-74.074192855,40.8985435370001,"7662",62,"Long Term Care"
6550,"Carrier Clinic","252 County Road 601, Belle Mead, NJ 8502","(908) 281-1000","http://www.carrierclinic.org",-74.683333018,40.466516208,"8502",281,"Psychiatric"
6551,"Kindred Hospital New Jersey at Wayne Hospital","224 Hamburg Turnpike, Wayne, NJ 7470","(973) 636-7256","http://www.khwayne.com/",-74.203243006,40.946713092,"7470",38,"General Acute Care"
6552,"Saint Marys Hospital - Passaic","211 Pennington Avenue, Passaic, NJ 7055","(973) 470-3000","http://www.smh-passaic.org",-74.128775258,40.85099238,"7055",269,"General Acute Care"
6553,"Essex County Hospital Center","125 Fairview Avenue, Cedar Grove, NJ 7009","(973) 228-8000","http://www.essexcountynj.org/index.php?section=dept/h/d",-74.241836534,40.8521146810001,"7009",400,"Psychiatric"
6554,"The University Hospital","150 Bergen Street, Newark, NJ 7103","(973) 972-5658","http://www.uhnj.org/",-74.191061732,40.740603133,"7103",519,"General Acute Care"
6555,"Columbus Hospital","495 North 13th Street, Newark, NJ 7107","(973) 587-7712","http://www.columbusltach.org",-74.1867090869999,40.7726040120001,"7107",63,"Long Term Care"
6556,"Jersey City Medical Center","355 Grand Street, Jersey City, NJ 7302","(201) 915-2000","http://www.libertyhcs.org",-74.050600876,40.716348085,"7302",316,"General Acute Care"
6557,"Mercy Medical Center Sioux City","801 5th Street, Sioux City, IA 51101","(712) 279-2010","http://www.mercysiouxcity.com/",-96.399903761,42.4958422240001,"51101",484,"General Acute Care"
6558,"Robert Wood Johnson University Hospital at Rahway","865 Stone Street, Rahway, NJ 7065","(732) 381-4200","http://www.rwjuhr.com",-74.2910508579999,40.6128524540001,"7065",251,"General Acute Care"
6559,"Memorial Hospital of Salem County","310 Woodstown Road, Salem, NJ 8079","(856) 935-1000","http://www.salemhospitalnj.org",-75.443995287,39.5937913650001,"8079",126,"General Acute Care"
6560,"Raritan Bay Medical Center - Perth Amboy","530 New Brunswick Avenue, Perth Amboy, NJ 8861","(732) 442-3700","http://www.rbmc.org",-74.2805030279999,40.519029157,"8861",395,"General Acute Care"
6561,"Ann Klein Forensic Center","Stuyvesant Avenue, West Trenton, NJ 8628","(609) 633-0900","http://www.state.nj.us/humanservices/involved/nurses/mentalhph/annklein.html",-74.801945501,40.247237772,"8628",200,"Psychiatric"
6562,"Princeton House Behavioral Health","905 Herrontown Road, Princeton, NJ 8540","(609) 497-3300","http://www.princetonhcs.org/phcs-home/what-we-do/princeton-house-behavioral-health/locations/inpatient---princeton.aspx",-74.65344457,40.3885653500001,"8540",60,"Psychiatric"
6563,"Robert Wood Johnson University Hospital at Hamilton","1 Hamilton Health Place, Hamilton Square, NJ 8690","(609) 586-7900","http://www.rwjhamilton.org",-74.672064388,40.216352988,"8690",248,"General Acute Care"
6564,"University Medical Center at Princeton","253 Witherspoon Street, Princeton, NJ 8540","(609) 497-4000","http://www.princetonhcs.org",-74.661587114,40.3565313340001,"8540",338,"General Acute Care"
6565,"Ewing Residential Center","1610 Stuyvesant Avenue, Trenton, NJ 8618","(609) 530-3350","",-74.799838946,40.247340944,"8618",30,"Children"
6566,"Goryeb Childrens Center","100 Madison Avenue, Morristown, NJ 7960","(973) 971-6701","http://www.atlantichealth.org/goryeb/",-74.466203346,40.7889371730001,"7960",-999,"Children"
6567,"Saint Clares Hospital - Dover Campus","400 West Blackwell Street, Dover, NJ 7801","(973) 983-5506","http://www.saintclares.org/saint-clares-hospital-dover-new-jersey/",-74.576238067,40.8848576770001,"7801",60,"General Acute Care"
6568,"Kindred Hospital - New Jersey - Morris County","400 West Blackwell Street, Dover, NJ 7801","(973) 537-3816","http://www.khmorriscounty.com/",-74.575522652,40.885091276,"7801",45,"Long Term Care"
6569,"Childrens Specialized Hospital at Toms River","94 Stevens Road, Toms River, NJ 8755","(732) 914-1100","http://www.childrens-specialized.org/",-74.221711117,40.0099076550001,"8755",30,"Children"
6570,"Essex County Hospital Center","204 Grove Avenue, Cedar Grove, NJ 7009","(973) 571-2801","http://essexcountynj.org/department-of-health-and-rehabilitation/",-74.234372911,40.851758502,"7009",180,"Psychiatric"
6571,"Inspira Medical Center Woodbury","509 n Broad St, Woodbury, NJ 8096","(856) 845-0100","http://www.inspirahealthnetwork.org/woodbury",-75.1494659909999,39.8438558390001,"8096",311,"General Acute Care"
6572,"Hocking Valley Community Hospital","601 State Route 664n, Logan, OH 43138","(740) 380-8000","http://www.hvch.org",-82.429611135,39.5479525900001,"43138",30,"Critical Access"
6573,"Monmouth Medical Center-Southern Campus","600 River Ave, Lakewood, NJ 8701","(732) 363-1900","http://www.barnabashealth.org/Monmouth-Medical-Center-Southern-Campus.aspx",-74.218148242,40.0731586,"8701",241,"General Acute Care"
6574,"Aspen Hills Healthcare Center","600 Pemberton-Browns Mills Road, Pemberton, NJ 8068","(609) 836-6100","http://www.aspenhillshealthcare.com/",-74.63710552,39.9675004910001,"8068",30,"Psychiatric"
6575,"Care One at Trinitas","225 Williamson Street, Elizabeth, NJ 7207","(732) 324-6090","http://www.care-one.com/locations/ltach-careone-at-trinitas-regional-medical-center/",-74.21491809,40.6586201910001,"7207",25,"Long Term Care"
6576,"Jfk Johnson Rehabilitation Institute","65 James Street, Edison, NJ 8818","(732) 321-7051","https://www.jfkmc.org/clinical-services/jfk-johnson-rehabilitation-institute/",-74.3501166579999,40.5565949890001,"8818",94,"Rehabilitation"
6577,"Shore Medical Center","100 Medical Center Way, Somers Point, NJ 8244","(609) 653-3545","http://www.shoremedicalcenter.org",-74.592513018,39.313967485,"8244",297,"General Acute Care"
6578,"Univ Medical Center of Princeton at Plainsboro","One Plainsboro Road, Plainsboro, NJ 8536","(866) 460-4776","http://www.princetonhcs.org/",-74.6241641669999,40.3403616350001,"8536",430,"General Acute Care"
