"ID","org","address","phone","email","website","lon","lat","zipcode","capacity_hours"
12612,"Platinum Village Clinic","101 MAIN STREET, Platinum, AK 99651","907-979-8100","","http://bbahc.org",-161.72746999,58.92161,"99651",35
12613,"Coastal Bend Wellness Foundation","2882 Holly Rd, Corpus Christi, TX 78415-4106","361-814-2001","","",-97.42422797,27.72189142,"78415",40
12614,"Accordia Health - Bayou","13833 Tapia Ave, Bayou La Batre, AL 36509-2515","251-824-8320","","http://accordia-health.org",-88.24776061,30.40346677,"36509",40
12615,"Community Health Clinic, Inc","179 Columbia Ave, Vandergrift, PA 15690-1203","724-567-5671","","",-79.56283932,40.60248189,"15690",40
12616,"Los Angeles Christian Health Centers at New Genesis","456 S Main St, Los Angeles, CA 90013-1390","323-276-6470","","http://www.lachc.com",-118.24821582,34.0470069,"90013",13.5
12617,"La Famila Medical Center Dental Clinic","6401 S Richards Ave, Santa Fe, NM 87508-4887","505-474-1438","","http://www.lafamiliasf.org",-106.00198623,35.60271366,"87508",52
12618,"Lifelong East Oakland Hch Street Health Mobile Unit","10700 Macarthur Blvd, Oakland, CA 94605-5298","510-981-4100","","https://www.lifelongmedical.org/",-122.151025039842,37.741980016224,"94605",40
12619,"Tiospaye Topa School","PO BOX 300, Ridgeview, SD 57652-0300","605-733-2290","","",-100.63743199,45.140757,"57652",40
12620,"Gladstone Health Clinic","18911 Portland Ave, Gladstone, OR 97027-1630","503-655-2777","","https://www.clackamas.us/healthcenters",-122.59918252,45.38708678,"97027",55
12621,"Afton Community Health Center","21965 Bison Drive, Afton, OK 74331-1822","918-257-8029","","",-94.96587049,36.697902,"74331",40
12622,"Centro De Salud Integral en Toa Alta","86 Calle Luis Munoz Rivera, Toa Alta, PR 00953-2426","787-870-0008","","http://n/a",-66.25208992,18.38602846,"00953",47.5
12623,"Pines St. John Valley Health Center","4 Main St, Van Buren, ME 04785-1009","207-868-2796","","http://www.pineshealthservices.org",-67.9276447,47.15168041,"04785",50
12624,"Howard Brown Sheridan","4025 N Sheridan Rd, Chicago, IL 60613-2010","773-388-1600","","http://www.howardbrown.org",-87.6545053,41.95519914,"60613",58
12625,"Blue Ridge Health-Polk","161 Walker St Bldg, Columbus, NC 28722-9433","828-894-2222","","",-82.19774315,35.24946267,"28722",45
12626,"Centro Nia","1420 Columbia Rd NW, Washington, DC 20009-4779","202-462-4788","","",-77.03331299,38.927196,"20009",8
12627,"Long Island City Health Center","3411 Vernon Blvd, Long Island City, NY 11106-5121","718-657-1100","","",-73.94049543,40.76512754,"11106",40
12628,"Temporary Site - Cactus Trail Elementary","Ralph Seitsinger Dr, El Paso, TX 79938","915-490-6148","","",-106.22576291,31.78962132,"79938",40
12629,"Watsonville Health Center - Building b","1430 Freedom Blvd Ste B, Watsonville, CA 95076-2752","831-763-8400","","http://www.santacruzhealth.org",-121.76515079143,36.9271640139061,"95076",40
12630,"Urban Health Plan at Kips Bay Boys and Girls Club Dental Clinic","1930 Randall Ave, Bronx, NY 10473-2608","718-991-4833","","http://www.urbanhealthplan.org",-73.85693879,40.81778169,"10473",15
12631,"Familycare Health Center Sbhc - Winfield Elementary","75 Wall St, Winfield, WV 25213-9663","304-586-0001","","http://www.familycarewv.org",-81.89527248,38.5307641,"25213",8
12632,"South County Mental Health","802 Brewster Ave, Redwood City, CA 94063-1510","650-363-4111","","",-122.23396129,37.48874285,"94063",40
12633,"Family Healthcare Network - Terra Bella Health Center","9416 Road 238, Terra Bella, CA 93270-9416","877-960-3426","","http://www.fhcn.org",-119.03996307,35.96072056,"93270",55
12634,"Westside Family Health Center","1711 Ocean Park Blvd, Santa Monica, CA 90405-4901","310-450-2191","","http://www.wfhcenter.org",-118.46644673,34.01273061,"90405",55
12635,"Compass Health Inc. Mobile Unit","1800 Community, Clinton, MO 64735-8804","660-890-8195","","",-93.77019386,38.39124989,"64735",40
12636,"Trudi's Kids Mobile Unit #5","440 E Tampa St, Springfield, MO 65806-1131","417-831-0150","","",-93.2879561393028,37.2137393766102,"65806",40
12637,"South Harrison High School Wellness Center","3073 Hawk Hwy, Lost Creek, WV 26385-6846","304-326-7440","","",-80.38850044,39.18766753,"26385",8
12638,"Murfreesboro Primay Care","305 Beechwood Blvd, Murfreesboro, NC 27855-1134","252-398-3638","","",-77.08893142,36.43963624,"27855",41.5
12639,"Wards Island Project (Help Usa)","111 Sunken Garden Loop Ste 137-143, New York, NY 10035-1165","212-534-3866","","http://www.helpusa.org",-73.93105733,40.78532485,"10035",40
12640,"Ps 153 School Based Health Center","1750 Amsterdam Ave, New York, NY 10031-4612","212-927-8611","","",-73.94691583,40.82623537,"10031",40
12641,"Healthright 360","558 Clayton St, San Francisco, CA 94117-2907","415-487-5638","","http://www.healthright360.org",-122.448598560671,37.7699319167778,"94117",40
12642,"Mobile Medical Unit","72724 Twentynine Palms Hwy, #103, Twentynine Palms, CA 92277","760-365-9305","","",-116.0757135,34.13547148,"92277",32
12643,"South Plains Dental Svs Lamesa","1005 N 16th St, Lamesa, TX 79331-3151","806-872-6310","","http://www.sprhs.org",-101.96396653,32.745632,"79331",39
12644,"Sea Mar Chc - Gig Harbor 50th St Ct Nw","3208 50th Street Ct NW Ste 202-203, Gig Harbor, WA 98335-8590","253-280-9888","","",-122.58220337,47.30407189,"98335",40
12645,"Mountain Village Clinic","#1 CLINIC ROAD, Mountain Village, AK 99632","907-675-4556","","http://www.ykhc.org",-163.72288999,62.0894,"99632",168
12646,"Rural Health Group","100 W Parkview Dr, Henderson, NC 27536-5923","252-438-3549","","",-78.4273044427064,36.3376963016114,"27536",40
12647,"Community Health Education","1537 Fruitvale Ave, Oakland, CA 94601-2322","510-535-4130","","http://www.laclinica.org",-122.22494123,37.77947389,"94601",42.5
12648,"Las Animas Clinic and Las Animas Dental Clinic","245 Vine Ave, Las Animas, CO 81054-1039","719-456-2653","","http://www.vwhs.org",-103.22795586,38.07074786,"81054",40
12649,"Family Healthcare Network - Visalia Oak Health Center","400 E Oak Ave, Visalia, CA 93291-5034","877-960-3426","","http://www.fhcn.org",-119.28860002,36.33191449,"93291",79
12650,"Arcare-131","138 School Rd, Rose Bud, AR 72137-9339","870-347-2534","","http://www.arcare.net",-92.07326143,35.33542195,"72137",40
12651,"Nuestra Clinica Del Valle - Edcouch","1518 E Santa Rosa Ave, Edcouch, TX 78538","956-262-1363","","http://www.nuestraclinicadelvalle.org",-97.94593349,26.29407752,"78538",40
12652,"Black River Family Practice","301 S Campbell St, Burgaw, NC 28425-5011","910-259-5721","lamann@blackriverhealth.org","http://www.blackriverhealth.org",-77.92045686,34.54963269,"28425",43
12653,"Open Door Mobile School Health #1","333 S Madison St, Muncie, IN 47305-2465","765-286-7000","","http://www.opendoorhs.org",-85.3817774466305,40.1913624595926,"47305",20
12654,"Dss","99 9th St Fl 5, Lynchburg, VA 24504-1422","434-200-3366","cdelzingaro@communityaccessnetwork.org","http://www.communityaccessnetwork.org",-79.1408743,37.41567025,"24504",8
12655,"Oakside Elementary School","200 Decatur Ave, Peekskill, NY 10566-2106","914-734-8800","","",-73.92372614,41.29285479,"10566",21
12656,"Cnhc Dba Primaryone Health","2780 Airport Dr Ste 100, Columbus, OH 43219-2289","614-645-5500","","http://www.primaryonehealth.org",-82.93300939,39.99833001,"43219",40
12657,"Camcare Odessa Paulk-Jones Health Center","801 Ferry Ave, Camden, NJ 08104-1824","856-541-3270","","http://www.camcare.net",-75.11211163,39.92045371,"08104",40
12658,"Goodnews Bay Village Clinic","CLINIC ROAD, Goodnews Bay, AK 99589","907-967-8128","","http://bbahc.org",-161.58782999,59.1218,"99589",35
12659,"South San Francisco Clinic","306 Spruce Ave, South San Francisco, CA 94080-2741","650-877-7070","","http://www.co.sanmateo.ca.us",-122.41580143,37.65698166,"94080",40
12660,"Primecare Fullerton","3924 W Fullerton Ave, Chicago, IL 60647-2228","773-276-2229","","",-87.72537119,41.92451547,"60647",56
12661,"Ke Ola Mamo","1505 Dillingham Blvd Ste 205, Honolulu, HI 96817-4822","808-848-8000","","http://www.keolamamo.org",-157.87699864,21.32470363,"96817",40
12662,"Family Healthcare Network - Acc","290 N Wayte Ln Ste 1700, Fresno, CA 93701-2124","866-342-6012","","http://fhcn.org",-119.783730820825,36.7464391016231,"93701",45
12663,"Whitefoord Community Program","1353 George W Brumley Way SE, Atlanta, GA 30317-1743","404-523-2500","","http://www.wcp.org",-84.34334699,33.752295,"30317",NA
12664,"Carevide","4500 Wesley St, Greenville, TX 75401-5644","903-455-5986","","http://carevide.org",-96.10924475,33.12482428,"75401",45
12665,"Variety Care Pediatric Center on North Portland","5320 N Portland Ave, Oklahoma City, OK 73112-2098","405-632-6688","","",-97.58338723,35.524917,"73112",49
12666,"Jesse J. Mccrary Jr. Elementary School","514 NW 77th St, Miami, FL 33150-2853","305-754-7531","","http://www.jtchc.org",-80.2055295,25.84526753,"33150",35
12667,"Northeast Community Clinic","1414 S Grand Ave Ste 200, Los Angeles, CA 90015-3072","626-457-6900","","",-118.26552645,34.03690788,"90015",40
12668,"Wade Family Medical Center","7118 Main St, Wade, NC 28395-9749","910-483-6694 x7030","","http://stedmanwadehealthservices.org",-78.73049681,35.15948887,"28395",40
12669,"Nchs Carlsbad Family Medicine","1295 Carlsbad Village Dr Ste 100, Carlsbad, CA 92008-1950","760-720-7767","","",-117.3382593,33.16582746,"92008",40
12670,"Grace Chc Mountain View Elementary School","170 Bears Trl, Hyden, KY 41749-8488","606-672-1606","","",-83.39836653,37.16387798,"41749",40
12671,"W. T. Scruggs Medical Center","4350 Cleveland Ave, Altoona, AL 35952","205-589-6361","","http://www.qolhs.org",-86.30189463,34.06656491,"35952",40
12672,"Holmes Middle School","2500 Madison Ave, Covington, KY 41014-1658","859-655-6100","","http://www.healthpointfc.org",-84.5035059,39.06045033,"41014",28
12673,"Grace Chc Sbh Bell Central School","9821 US Highway 25 E, Pineville, KY 40977-8581","606-337-5032","","http://www.gracechc.com",-83.69005649,36.71879249,"40977",40
12674,"Livingston Community Health Campus, b Street, Buildings A, B, c","600 B St, Livingston, CA 95334","209-394-7075 x110","","",-120.73314194,37.38585288,"95334",40
12675,"Jtchs - Jefferson Reaves House Women's Residental Sa Treatment Center (24 Hour)","2985 NW 54th St, Miami, FL 33142-2827","305-637-6498","","http://www.jtchc.org",-80.24444497,25.82383242,"33142",40
12676,"Community Health Center of Middletown","635 Main St, Middletown, CT 06457-2718","860-347-6971","","http://www.chc1.com",-72.65232073,41.5646955,"06457",46
12677,"Pms - Sacramento Mtn Medical Ctr","74 James Canyon Hwy, Cloudcroft, NM 88317-1139","505-682-2542","","http://www.pms-inc.org",-105.74725998,32.95896907,"88317",40
12678,"Ywca Passageways",", Oklahoma City, OK ","405-272-0476","","http://www.communityhealthok.org",-97.52106999,35.47203,"",4
12679,"Chase Brexton Health Services","5500 Knoll North Dr Ste 370, Columbia, MD 21045-2393","410-884-7831","","http://www.chasebrexton.org",-76.83952167,39.22298606,"21045",57
12680,"Family Health Source Medical Center - Deltona","2160 Howland Blvd, Deltona, FL 32738-3467","386-532-0515","","",-81.18821312,28.92343427,"32738",48
12681,"Beach Area Women's Health Center","3690 Mission Blvd, San Diego, CA 92109-7368","619-515-2444","","http://www.fhcsd.org",-117.25258562,32.78236391,"92109",30
12682,"Chespenn Center for Family Health at Upper Darby","5 S State Rd, Upper Darby, PA 19082-2013","610-352-6585","","http://www.chespenn.com",-75.27045819,39.9636413,"19082",40
12683,"Lotus House Shelter","217 NW 15th St Ste A, Miami, FL 33136-1832","305-825-0300","","",-80.19920333,25.78954949,"33136",16
12684,"Lincoln Community Health Center, Inc.","1301 Fayetteville St, Durham, NC 27707-2325","919-956-4000","","http://www.lincolnchc.org",-78.897654,35.980569,"27707",64
12685,"Upper Pointe Coupee Elementary School","4739 La Highway 419, Batchelor, LA 70715-3472","225-638-3767","","http://arborfamilyhealth.org",-91.66172112,30.84055024,"70715",30
12686,"Wellsboro Laurel Pediatric Center","1B Main St, Wellsboro, PA 16901-1601","570-724-7100","","",-77.29778048,41.75074662,"16901",48
12687,"Pms - Farmington Psr","2015 E 12th St, Farmington, NM 87401-7460","505-326-2695","","",-108.18090016,36.74250253,"87401",40
12688,"Pathways to Housing - Pa","5201 Old York Rd, Philadelphia, PA 19141-2985","215-390-1500","","http://www.pathwaystohousing.org/site/pa/",-75.1455628,40.03238748,"19141",20
12689,"Leone Community Health Center","Leone Village, Department of Health, Pago Pago, AS 96799","","","http://n/a",-170.746920127502,-14.3189591958117,"96799",40
12690,"North Penn Comprehensive Health Services, Laurel Health Counseling and Treatment Center and Administration","40 W Wellsboro St, Mansfield, PA 16933-1411","570-662-1945","","",-77.07925694,41.80683111,"16933",54
12691,"Community Medical Wellness Centers Usa","1360 E Anaheim St Ste 203, Long Beach, CA 90813-5517","562-270-0324","","",-118.174482,33.78257747,"90813",30
12692,"D&#39;iberville Health Center","3446 Big Ridge Rd, Diberville, MS 39540-2421","228-392-4153","","http://www.coastalfamilyhealth.org",-88.89745949,30.447,"39540",45
12693,"Yes Prep - Southwest","4411 Anderson Rd, Houston, TX 77053-2307","832-548-5000","","https://legacycommunityhealth.org",-95.4466618,29.60605851,"77053",45
12694,"Mt. Ayr Elementary School","607 E Jefferson St, Mount Ayr, IA 50854-1520","641-446-2383","","http://chcsi.org/",-94.23177437,40.71660201,"50854",10
12695,"Unicare Community Health Center - Ontario 1151","1151 E Walnut St, Ontario, CA 91761-6155","909-467-1425","","",-117.63290768,34.0267193,"91761",40
12696,"Harrington Elementary School – School Based Health Center","21 Dexter St, Lynn, MA 01902-3058","781-477-1902","","",-70.9385709,42.4648553,"01902",35
12697,"Springfield Rescue Mission","10 Mill St, Springfield, MA 01108-1021","413-731-8024","","",-72.57923663,42.08959326,"01108",5
12698,"Port Houston Elementary School","1800 Mccarty St, Houston, TX 77029-3761","713-671-3890","","",-95.28369267,29.759573,"77029",8
12699,"Peak Vista Administrative Services Center","3205 N Academy Blvd Ste 130, Colorado Springs, CO 80917-5152","719-632-5700","","http://www.peakvista.org",-104.75696516,38.87826494,"80917",40
12700,"Aza Health","1213 State Road 20, Interlachen, FL 32148-2737","386-684-4914","","http://www.azahealth.org",-81.89888399,29.62589251,"32148",40
12701,"Community Healthnet","3503 Martin Luther King Dr, Gary, IN 46409-1233","219-880-1190","","http://www.chn-indiana.org",-87.3183432,41.55467247,"46409",40
12702,"North Country Healthcare- Flagstaff Pediatrics","1501 S Yale St Ste 252, Flagstaff, AZ 86001-7336","928-522-9400","","",-111.66401279,35.18716497,"86001",52
12703,"Mobile Unit 2","1621 Gold St, Alviso, CA 95002","408-935-3918","","http://www.gardnerhealth.org",-121.97604738,37.42478969,"95002",20
12704,"United Community Health Center at Freeport Mcmoran Copper & Gold Building","1260 S Campbell Ave Bldg 2, Green Valley, AZ 85614-0503","520-407-5600","","",-110.97276072,31.85184176,"85614",40
12705,"Oyler Community Learning Center","2121 Hatmaker St, Cincinnati, OH 45204-1947","513-363-4182","",NA,-84.55176536,39.10426756,"45204",40
12706,"Mobile Dental Van","167 N Main St, Tuba City, AZ 86045","928-283-2501","","",-111.239815620367,36.1354234745805,"86045",30
12707,"Northshore Hammond Health Center","6920 Indianapolis Blvd, Hammond, IN 46324-2206","219-763-8112","","http://www.northshorehealth.org",-87.48099724,41.58769499,"46324",46
12708,"1134 Central Avenue Dunkirk","1134 Central Ave, Dunkirk, NY 14048-3423","716-363-6050","","",-79.33374281,42.45976997,"14048",53
12709,"Healthon Broadway","1 W Broadway Blvd, Tucson, AZ 85701-3029","520-670-3909","","",-110.97129979,32.22095458,"85701",73
12710,"Frederiksted Health Care, Inc.  Administrative Office","25 Strand St, Frederiksted, VI 00840","340-772-1992","","http://fhc-inc.net",-64.88368947,17.71428416,"00840",NA
12711,"Osceola Office","219 W Washington St, Osceola, IA 50213-1249","641-342-9000","","http://www.chcsi.org",-93.76870049,41.03491551,"50213",40
12712,"Family Centers Health Care at 60 Palmers Hill","60 Palmers Hill Rd, Stamford, CT 06902-2113","203-324-3167","","",-73.56391649,41.057388,"06902",56
12713,"Clinica Family Health - Thornton","8990 Washington St, Thornton, CO 80229-4537","720-929-1655","","http://www.clinica.org",-104.97783721,39.8585418,"80229",49
12714,"Kingman Clinic","1510 N Stockton Hill Rd, Kingman, AZ 86401-5173","928-753-1177","","",-114.03324621,35.20196087,"86401",55
12715,"El Centro De Corazon- John S. Dunn","7635 Canal St, Houston, TX 77012-1143","713-660-1880","","http://www.elcentrodecorazon.org",-95.28707525,29.73552055,"77012",64
12716,"Wellness Pointe - Center Street","315 N Center St, Longview, TX 75601-7206","903-758-2610","","",-94.73936257,32.49724944,"75601",40
12717,"South of Market Health Center","551 Minna St, San Francisco, CA 94103-2831","415-503-6000","","http://www.smhcsf.org",-122.40934573,37.77956658,"94103",30
12718,"Carevide","4311 Wesley St, Greenville, TX 75401-5639","903-455-5958","","http://carevide.org",-96.10916718,33.12590693,"75401",53
12719,"Unhs Unity Health Center","2195 Nolensville Pike, Nashville, TN 37211-2094","615-227-3000","","http://www.neighborhoodhealthtn.org",-86.75281262,36.12624711,"37211",45
